LEA_STATE,YEAR,gap_var,b1,b2,b3,b4,n_gt1,min,max,n
NC,2021,ENR_AP_GAP_BL,1.7054492,2.483830897,3.099655657,4.077045554,120,0.308411215,12.72280702,130
NC,2021,ENR_AP_GAP_HI,1.454545455,1.928571429,2.258754864,3.112462006,126,0.461538462,9.938931298,144
ND,2011,ENR_AP_GAP_AS,1.306023195,1.356062063,1.406100932,1.456139801,2,0.106557377,1.50617867,10
ND,2011,ENR_AP_GAP_BL,1.151335312,2.783968719,2.965289256,4.077817531,6,0.205414013,4.293259932,9
ND,2011,ENR_AP_GAP_HI,1.252343573,2.253147839,3.689414989,4.929724383,5,0.436090226,5.106887052,8
ND,2013,ENR_AP_GAP_AS,1.110670512,1.110670512,1.110670512,1.110670512,1,0.163235294,1.110670512,9
ND,2013,ENR_AP_GAP_BL,2.465188343,2.877769317,2.915599882,2.978663605,4,0.020408163,3.054343908,6
ND,2013,ENR_AP_GAP_HI,1.665743945,2.189376443,2.447606727,2.965856422,6,0.435294118,3.038805137,7
ND,2015,ENR_AP_GAP_AS,1.330706363,1.330706363,1.330706363,1.330706363,1,0.075471698,1.330706363,11
ND,2015,ENR_AP_GAP_BL,1.489370118,1.628446994,1.797801583,2.078342877,4,0.45540797,2.414477525,8
ND,2015,ENR_AP_GAP_HI,1.219506861,1.410598954,1.854418482,2.681604938,9,0.118644068,4.554582604,12
ND,2017,ENR_AP_GAP_AS,1.071899329,1.103291036,1.163300073,1.312229042,4,0.25083612,1.505617978,10
ND,2017,ENR_AP_GAP_BL,1.697077555,2.490957597,2.917788856,4.282956211,8,0.274576271,5.871910112,10
ND,2017,ENR_AP_GAP_HI,1.655624517,2.154617486,2.631175119,2.891848108,7,0.163265306,4.683811802,13
ND,2020,ENR_AP_GAP_AS,1.092509921,1.115300934,1.124313491,1.343460092,4,0.167597765,1.667673716,12
ND,2020,ENR_AP_GAP_BL,1.481391168,1.900393652,2.646394651,3.413352254,8,0.837696335,4.333552263,10
ND,2020,ENR_AP_GAP_HI,1.528540646,1.72366912,2.396126729,3.459614492,13,0.132075472,5.419939577,15
ND,2021,ENR_AP_GAP_BL,1.41016684,1.754115554,2.058397727,3.058255597,8,0.169811321,5.646173149,10
ND,2021,ENR_AP_GAP_HI,1.708489158,1.793133322,2.194647785,2.40588631,10,0.14507772,3.130630069,14
NE,2011,ENR_AP_GAP_AS,1.287843886,1.311055584,1.334267282,1.35747898,2,0.134065934,1.380690679,22
NE,2011,ENR_AP_GAP_BL,1.471355306,1.841093979,2.028284936,2.353934532,10,0.060941828,4.516318538,19
NE,2011,ENR_AP_GAP_HI,1.806590215,2.08922957,2.469709889,3.140831611,23,0.082474227,4.612247178,33
NE,2013,ENR_AP_GAP_AS,1.064435015,1.125,1.211186114,1.562738222,6,0.087719298,1.642802677,27
NE,2013,ENR_AP_GAP_BL,1.244597737,1.827479627,2.04724213,2.801365093,12,0.632845188,3.182119205,18
NE,2013,ENR_AP_GAP_HI,1.246868547,1.733496451,2.332616611,2.849496982,26,0.423371648,8.519201229,32
NE,2015,ENR_AP_GAP_AS,2.010689262,2.010689262,2.010689262,2.010689262,1,0.042600897,2.010689262,22
NE,2015,ENR_AP_GAP_BL,1.360088034,1.678032255,1.878890601,2.377031376,12,0.034482759,2.855431038,22
NE,2015,ENR_AP_GAP_HI,1.324028006,1.704970744,1.92518361,2.19107277,22,0.459745763,3.867430442,28
NE,2017,ENR_AP_GAP_AS,1.332199617,1.442724954,1.460220203,1.83860553,4,0.154669261,2.397435897,22
NE,2017,ENR_AP_GAP_BL,1.656326859,1.943320776,2.386661105,3.169880037,14,0.1875,6.771428571,19
NE,2017,ENR_AP_GAP_HI,1.317173681,1.53152284,1.756366665,2.06427561,25,0.24,5.844036697,36
NE,2020,ENR_AP_GAP_AS,1.08873533,1.121850786,1.154069811,1.329320474,4,0.197486535,1.576086957,26
NE,2020,ENR_AP_GAP_BL,1.315254237,1.571114961,2.531866672,3.338937627,19,0.34375,8.414342629,26
NE,2020,ENR_AP_GAP_HI,1.22212943,1.489652375,1.752107575,2.099141876,33,0.103448276,3.278431373,48
NE,2021,ENR_AP_GAP_AS,1.125,1.13201397,1.14945322,1.363157895,6,0.1886388,1.666666667,25
NE,2021,ENR_AP_GAP_BL,1.571913524,1.679602413,1.780264117,2.225541813,15,0.1414791,2.97516492,20
NE,2021,ENR_AP_GAP_HI,1.350119136,1.620088153,1.894580622,2.714292649,27,0.169491525,4.737623762,42
NH,2011,ENR_AP_GAP_AS,1.171306759,1.196440205,1.221358584,1.246061895,3,0.0625,1.270765206,42
NH,2011,ENR_AP_GAP_BL,1.124702908,1.351454527,1.725550401,2.408885918,7,0.033898305,5.177894048,24
NH,2011,ENR_AP_GAP_HI,1.254177536,1.321752081,2.397052172,2.832269895,9,0.063310686,4.115761936,32
NH,2013,ENR_AP_GAP_AS,1.343041237,1.343041237,1.343041237,1.343041237,1,0.059107358,1.343041237,44
NH,2013,ENR_AP_GAP_BL,1.405611224,1.707504017,2.117388713,2.458303678,7,0.051395007,2.622739917,21
NH,2013,ENR_AP_GAP_HI,1.226624004,1.392527578,1.551727614,2.474154442,14,0.025380711,3.772631579,27
NH,2015,ENR_AP_GAP_AS,1.174032814,1.224425462,1.427792666,1.784134428,3,0.04136253,2.14047619,54
NH,2015,ENR_AP_GAP_BL,1.20541824,1.371788994,1.638994691,2.33573202,7,0.01529052,6.23495702,29
NH,2015,ENR_AP_GAP_HI,1.168212446,1.516698676,1.803675002,3.345778666,12,0.107361963,3.562761506,43
NH,2017,ENR_AP_GAP_AS,1.238461538,1.301870265,1.43528328,1.479374111,6,0.131506849,3.600782779,48
NH,2017,ENR_AP_GAP_BL,1.303722504,1.555191263,1.933303993,2.363235495,12,0.145867099,6.826347305,29
NH,2017,ENR_AP_GAP_HI,1.218681815,1.406603817,1.871679697,4.417888869,23,0.078224101,13.77727273,41
NH,2020,ENR_AP_GAP_AS,1.140242044,1.182064916,1.254818555,1.523088678,4,0.06779661,1.889117043,51
NH,2020,ENR_AP_GAP_BL,1.427625248,1.754463895,2.04782893,2.299217868,10,0.098253275,2.694418165,25
NH,2020,ENR_AP_GAP_HI,1.152877332,1.312610756,1.745592918,2.940481556,22,0.033898305,7.815242494,40
NH,2021,ENR_AP_GAP_AS,1.069963636,1.267126966,1.566630435,1.917966752,8,0.033476395,2.993421053,47
NH,2021,ENR_AP_GAP_BL,1.356932477,1.63325246,1.942929055,2.473486124,15,0.198675497,3.421052632,26
NH,2021,ENR_AP_GAP_HI,1.106007919,1.357304593,1.514963826,2.023264109,23,0.287179487,5.237525355,41
NJ,2011,ENR_AP_GAP_AS,1.149911709,1.302761603,1.423082938,1.525966524,20,0.082446809,3.51010101,246
NJ,2011,ENR_AP_GAP_BL,1.405405405,1.880434783,2.516366612,3.587962963,186,0.331202046,8.730975828,222
NJ,2011,ENR_AP_GAP_HI,1.34613662,1.6127751,2.069320769,2.735901678,212,0.216201717,8.3375,253
NJ,2013,ENR_AP_GAP_AS,1.051198569,1.209246988,1.276575791,1.416141795,17,0.070945946,4,253
NJ,2013,ENR_AP_GAP_BL,1.592639595,1.985069466,2.452268757,3.953067646,188,0.199652778,17.23502304,235
NJ,2013,ENR_AP_GAP_HI,1.24105213,1.706384301,2.079298394,2.926979472,225,0.394717445,18.3,258
NJ,2015,ENR_AP_GAP_AS,1.085126263,1.167453435,1.280825963,1.520130026,25,0.070707071,2.97375,265
NJ,2015,ENR_AP_GAP_BL,1.43683162,1.742811764,2.248978438,3.05175532,209,0.12804878,23.10204082,242
NJ,2015,ENR_AP_GAP_HI,1.361473544,1.711616452,2.097529683,2.781805936,240,0.306194069,13.6,271
NJ,2017,ENR_AP_GAP_AS,1.101464968,1.126710824,1.210172291,1.390282082,17,0.037154989,5.133928571,268
NJ,2017,ENR_AP_GAP_BL,1.431255729,1.882591093,2.370300752,3.200431034,221,0.332307692,18.85714286,253
NJ,2017,ENR_AP_GAP_HI,1.359495576,1.590028292,1.939941782,2.520400122,250,0.380514208,10.22779244,278
NJ,2020,ENR_AP_GAP_AS,1.073700176,1.217651515,1.377224517,1.729746375,20,0.137953633,2.333333333,269
NJ,2020,ENR_AP_GAP_BL,1.439822711,1.88648029,2.307971963,3.294048315,229,0.11299435,18.08823529,262
NJ,2020,ENR_AP_GAP_HI,1.346850891,1.676934645,2.111710147,2.774153946,257,0.13303438,37.65,283
NJ,2021,ENR_AP_GAP_AS,1.059636335,1.15647343,1.281163912,1.449671595,28,0.109974438,2.857142857,259
NJ,2021,ENR_AP_GAP_BL,1.394942575,1.787816578,2.355354472,3.390855488,230,0.065934066,33.21756487,258
NJ,2021,ENR_AP_GAP_HI,1.355011329,1.693302463,2.127970544,2.873785109,262,0.457799145,26.322158,280
NM,2011,ENR_AP_GAP_AS,1.123546031,1.201183879,1.278821726,1.356459574,2,0.009259259,1.434097421,24
NM,2011,ENR_AP_GAP_BL,1.255985267,1.655221978,1.949524452,2.962749858,13,0.279069767,5.861111111,23
NM,2011,ENR_AP_GAP_HI,1.579528854,1.796835974,2.118788162,2.798638474,40,0.428921569,240.7564103,46
NM,2013,ENR_AP_GAP_AS,1.096741222,1.101052866,1.105364511,1.109676155,2,0.054112554,1.1139878,28
NM,2013,ENR_AP_GAP_BL,1.281064486,1.51514125,1.634167454,1.730259283,13,0.079918033,4.47761194,24
NM,2013,ENR_AP_GAP_HI,1.510036027,1.667789757,2.150816412,2.9,36,0.15,10.63829787,45
NM,2015,ENR_AP_GAP_AS,1.488096557,1.962992707,2.437888858,2.912785009,2,0.078740157,3.387681159,28
NM,2015,ENR_AP_GAP_BL,1.184228064,1.265698349,1.519304917,1.912054264,15,0.232686981,5.696920583,25
NM,2015,ENR_AP_GAP_HI,1.321473856,1.486886287,1.680970917,2.110649501,38,0.267272727,8,48
NM,2017,ENR_AP_GAP_AS,1.042455884,1.084062151,1.264220096,1.58292972,3,0.153061224,1.901639344,30
NM,2017,ENR_AP_GAP_BL,1.39738224,1.704310327,1.841178137,2.221671181,15,0.0875,3.668711656,32
NM,2017,ENR_AP_GAP_HI,1.268522668,1.36140734,1.6230156,1.869555542,38,0.503787879,3.524590164,47
NM,2020,ENR_AP_GAP_AS,1.12682429,1.319785714,1.36461039,1.685478936,10,0.03030303,4.384615385,32
NM,2020,ENR_AP_GAP_BL,1.138392857,1.279118136,1.817567568,1.911266399,16,0.227272727,3.696428571,24
NM,2020,ENR_AP_GAP_HI,1.276192643,1.619476984,1.851077854,2.567551267,33,0.17995338,11.44871795,50
NM,2021,ENR_AP_GAP_AS,1.088837209,1.09627907,1.213333333,1.44,3,0.105263158,1.666666667,27
NM,2021,ENR_AP_GAP_BL,1.271325425,1.558431382,1.865787102,2.127143957,13,0.354291417,3.226242161,24
NM,2021,ENR_AP_GAP_HI,1.378002029,1.509119435,2.029367704,2.390231371,39,0.50787717,19.72222222,47
NV,2011,ENR_AP_GAP_BL,1.422476684,1.691828421,1.899147581,2.040817051,4,0.240524781,2.149661674,7
NV,2011,ENR_AP_GAP_HI,1.46031746,1.591845878,1.886470488,2.929949239,11,1.039762893,3.69583408,11
NV,2013,ENR_AP_GAP_BL,1.335134711,1.541758139,1.651942942,1.916460166,4,0.032110092,2.2581436,9
NV,2013,ENR_AP_GAP_HI,1.48180439,1.622853741,1.802994863,2.249263782,10,0.923165138,8.448577681,12
NV,2015,ENR_AP_GAP_BL,1.266829514,1.344494048,1.854972376,1.904650399,6,0.274846025,2.171069843,9
NV,2015,ENR_AP_GAP_HI,1.245972119,1.464467175,1.513553781,1.709407323,10,0.2997003,2.278210871,11
NV,2017,ENR_AP_GAP_BL,1.56159208,1.856830636,2.063536328,2.279473317,7,0.699420811,2.562561095,9
NV,2017,ENR_AP_GAP_HI,1.378716131,1.474871631,1.588350929,1.766462514,9,0.839475152,3.911692861,11
NV,2020,ENR_AP_GAP_BL,1.48021781,1.808809688,1.9449851,2.005699096,4,0.157894737,2.028682383,9
NV,2020,ENR_AP_GAP_HI,1.291302711,1.354343474,1.565131161,2.084630583,9,0.407894737,5.754448399,12
NV,2021,ENR_AP_GAP_AS,1.408645656,1.408645656,1.408645656,1.408645656,1,0.417038008,1.408645656,9
NV,2021,ENR_AP_GAP_BL,1.384027159,1.817089092,1.954959988,2.097676896,7,0.591905565,6.788990826,8
NV,2021,ENR_AP_GAP_HI,1.154643671,1.403645167,1.469993447,1.786495236,9,0.99061973,2.940618864,10
NY,2011,ENR_AP_GAP_AS,1.083204695,1.24462404,1.337872975,1.609057366,43,0.018617021,4.729323308,356
NY,2011,ENR_AP_GAP_BL,1.429436966,1.863627599,2.339342035,3.332416392,225,0.061538462,12.675,318
NY,2011,ENR_AP_GAP_HI,1.283851286,1.588080219,1.949161636,2.796720596,235,0.039748954,14.45116681,327
NY,2013,ENR_AP_GAP_AS,1.06748382,1.19601229,1.341240495,2.153692787,48,0.047945205,3.006633499,356
NY,2013,ENR_AP_GAP_BL,1.411811402,1.804920852,2.233037233,3.118437938,229,0.02247191,25.75,317
NY,2013,ENR_AP_GAP_HI,1.291418477,1.590614949,2.091687133,2.74584164,260,0.04670913,32,349
NY,2015,ENR_AP_GAP_AS,1.065227704,1.2,1.322685596,1.666666667,41,0.007407407,2.653153153,371
NY,2015,ENR_AP_GAP_BL,1.395308006,1.770704894,2.191564542,3.190229215,245,0.013333333,11.42134831,337
NY,2015,ENR_AP_GAP_HI,1.324230359,1.582085098,1.974077093,2.556135754,279,0.101102941,10.27419355,360
NY,2017,ENR_AP_GAP_AS,1.072614294,1.221463785,1.383584775,1.519297378,43,0.037234043,3.079245283,383
NY,2017,ENR_AP_GAP_BL,1.303553974,1.697118961,2.103036543,2.928845566,274,0.04040404,20.11267606,344
NY,2017,ENR_AP_GAP_HI,1.365652174,1.64451566,1.963004366,2.624149375,309,0.060518732,13.73333333,382
NY,2020,ENR_AP_GAP_AS,1.081953773,1.168958068,1.290588235,1.754891202,52,0.053097345,3.405053191,387
NY,2020,ENR_AP_GAP_BL,1.388694546,1.762138051,2.141552776,2.972807018,267,0.120689655,13.43678161,343
NY,2020,ENR_AP_GAP_HI,1.354231975,1.679327522,2.052307692,2.825581395,341,0.053097345,10.87885638,409
NY,2021,ENR_AP_GAP_AS,1.098059929,1.178342152,1.313848178,1.574308849,54,0.03196347,3.333333333,386
NY,2021,ENR_AP_GAP_BL,1.336,1.722513089,2.330097087,3.200510856,276,0.067729084,10.83789474,356
NY,2021,ENR_AP_GAP_HI,1.316426628,1.652699545,2.064000449,2.71813836,342,0.094674556,9.45,406
OH,2011,ENR_AP_GAP_AS,1.066666667,1.180042239,1.292887029,1.420827858,26,0.013422819,1.96761658,256
OH,2011,ENR_AP_GAP_BL,1.224743525,1.56156587,2.218462943,3.109438417,162,0.083857442,32.53968254,246
OH,2011,ENR_AP_GAP_HI,1.116451517,1.349068253,1.632065825,2.149177365,114,0.045217391,8.7375852,262
OH,2013,ENR_AP_GAP_AS,1.183023873,1.600620155,1.676470588,1.784591195,16,0.034574468,3.758042592,231
OH,2013,ENR_AP_GAP_BL,1.381935484,1.914191419,2.466571835,3.515326433,141,0.035799523,11.07461024,212
OH,2013,ENR_AP_GAP_HI,1.199663763,1.362471807,1.547956602,2.435828003,110,0.048165138,4.774814167,239
OH,2015,ENR_AP_GAP_AS,1.055007052,1.241534989,1.469072165,1.814739229,16,0.013831259,4.894650206,221
OH,2015,ENR_AP_GAP_BL,1.494334853,1.948660226,2.398104698,3.411158136,145,0.036144578,19.57692308,204
OH,2015,ENR_AP_GAP_HI,1.215686275,1.536351166,1.832495286,2.324258069,121,0.036842105,3.895548654,226
OH,2017,ENR_AP_GAP_AS,1.138810198,1.238994898,1.368325331,1.933973653,32,0.016393443,5.339428976,236
OH,2017,ENR_AP_GAP_BL,1.435937083,1.912211469,2.31157662,3.567922691,160,0.083333333,14.49082569,204
OH,2017,ENR_AP_GAP_HI,1.140109944,1.498850218,1.916241961,2.740078446,147,0.04989605,11.4559387,240
OH,2020,ENR_AP_GAP_AS,1.14706314,1.339580648,1.590082966,2.173636353,22,0.018055556,4.05450237,225
OH,2020,ENR_AP_GAP_BL,1.523776569,1.967912675,2.539774082,3.370993228,155,0.012605042,14.18084154,197
OH,2020,ENR_AP_GAP_HI,1.24004284,1.547029334,1.890980003,2.585257236,170,0.075870647,10.06182796,257
OH,2021,ENR_AP_GAP_AS,1.108644314,1.217847973,1.427102311,1.839582368,25,0.012658228,2.826923077,220
OH,2021,ENR_AP_GAP_BL,1.608980998,1.964630548,2.558572439,3.541998895,154,0.0875,10.04347826,189
OH,2021,ENR_AP_GAP_HI,1.219374658,1.412736875,1.776865986,2.528920815,159,0.064903846,105.5416831,245
OK,2011,ENR_AP_GAP_AS,1.587919463,1.588516746,1.705128205,1.867713004,6,0.024475524,2.250726041,81
OK,2011,ENR_AP_GAP_BL,1.368493151,1.66779661,2.229348882,3.343134106,51,0.036713287,5.929411765,87
OK,2011,ENR_AP_GAP_HI,1.132351588,1.536453349,1.898833457,2.591497297,69,0.078651685,8.177037037,119
OK,2013,ENR_AP_GAP_AS,1.240191564,1.289119412,1.342026969,1.382883114,7,0.010339734,1.904761905,80
OK,2013,ENR_AP_GAP_BL,1.304253805,1.486506161,1.818332216,2.572859865,49,0.048611111,5.410447761,89
OK,2013,ENR_AP_GAP_HI,1.219169841,1.509840147,1.907804516,2.68689541,67,0.075,7.622162884,122
OK,2015,ENR_AP_GAP_AS,1.120284818,1.866270698,2.379384615,2.62456946,5,0.024518389,3.507462687,89
OK,2015,ENR_AP_GAP_BL,1.236144983,1.490697861,1.690338393,2.210405291,55,0.068965517,4.976241901,96
OK,2015,ENR_AP_GAP_HI,1.210401891,1.365625,1.784446023,2.294600432,76,0.042682927,4.285714286,130
OK,2017,ENR_AP_GAP_AS,1.052460222,1.219211823,1.408064516,1.923766816,11,0.018181818,2.347826087,93
OK,2017,ENR_AP_GAP_BL,1.427492447,1.742586197,2.029266508,2.601404494,61,0.097297297,6.984910837,90
OK,2017,ENR_AP_GAP_HI,1.244037231,1.381578947,1.647321429,2.313807531,91,0.087264151,3.911165947,150
OK,2020,ENR_AP_GAP_AS,1.177558304,1.373301581,1.513269537,1.772335063,8,0.016067693,1.864833906,80
OK,2020,ENR_AP_GAP_BL,1.258585004,1.614626541,1.949410753,2.96743295,57,0.026315789,10.7200754,92
OK,2020,ENR_AP_GAP_HI,1.165478493,1.295014006,1.525267743,2.175710594,113,0.058338618,5.747572816,163
OK,2021,ENR_AP_GAP_AS,1.213200619,1.391317917,2.033678387,2.566257872,8,0.023529412,2.866894198,80
OK,2021,ENR_AP_GAP_BL,1.353722301,1.680948851,2.131049759,2.755060484,65,0.086956522,5.833333333,90
OK,2021,ENR_AP_GAP_HI,1.255057801,1.521334414,1.792962963,2.264445267,108,0.051282051,6.914373089,159
OR,2011,ENR_AP_GAP_AS,1.060534591,1.105914718,1.280701754,1.675182482,6,0.027015437,2.435279188,71
OR,2011,ENR_AP_GAP_BL,1.182332561,1.388814762,1.573067673,2.057051035,23,0.02295082,3.60130719,47
OR,2011,ENR_AP_GAP_HI,1.23663151,1.55979609,1.918247299,2.530725951,66,0.334090909,7.069403715,88
OR,2013,ENR_AP_GAP_AS,1.187815134,1.20125759,1.215665513,1.355585765,4,0.070110701,1.55826218,61
OR,2013,ENR_AP_GAP_BL,1.137307538,1.336836733,1.48926008,2.105026681,27,0.02892562,4.406194296,38
OR,2013,ENR_AP_GAP_HI,1.34687788,1.68832021,2.213279678,2.707851734,61,0.17533557,5.643911439,79
OR,2015,ENR_AP_GAP_AS,1.130319721,1.22844447,1.294206077,1.381704504,5,0.031746032,1.60094451,66
OR,2015,ENR_AP_GAP_BL,1.394134563,1.542616964,1.903060914,2.227402104,20,0.034883721,3.3245476,46
OR,2015,ENR_AP_GAP_HI,1.194720798,1.431730566,1.549956622,1.853123808,57,0.317460317,7.467889908,82
OR,2017,ENR_AP_GAP_AS,1.071760988,1.206051946,1.591076093,2.231650485,4,0.060606061,3,67
OR,2017,ENR_AP_GAP_BL,1.328904348,1.590964409,2.135668839,2.754588919,30,0.063439065,4.695652174,42
OR,2017,ENR_AP_GAP_HI,1.219488107,1.348851448,1.592844942,2.177182952,67,0.216024341,6.543209877,86
OR,2020,ENR_AP_GAP_AS,1.44096385,1.557589808,1.623406712,1.835064906,5,0.010204082,2.602076125,63
OR,2020,ENR_AP_GAP_BL,1.069072716,1.219845045,1.3602541,2.01900514,20,0.129032258,4.388222465,36
OR,2020,ENR_AP_GAP_HI,1.219353667,1.361542558,1.445374607,1.836509666,65,0.455043506,3.378094672,83
OR,2021,ENR_AP_GAP_AS,1.121810926,1.393295562,1.466730955,1.735294118,6,0.074168798,2.048780488,60
OR,2021,ENR_AP_GAP_BL,1.217844721,1.468273857,1.609790478,2.077621521,23,0.094459582,4.093787696,43
OR,2021,ENR_AP_GAP_HI,1.12272409,1.293264086,1.679425837,2.196045506,66,0.421487603,9.2125,82
PA,2011,ENR_AP_GAP_AS,1.095235612,1.138101149,1.23110119,1.852277495,25,0.013671875,5.799069046,273
PA,2011,ENR_AP_GAP_BL,1.570888918,2.076688337,2.74685436,3.739852223,207,0.033333333,11.2591623,275
PA,2011,ENR_AP_GAP_HI,1.24370165,1.603563666,2.517227328,3.565359323,147,0.062305296,8.761766836,232
PA,2013,ENR_AP_GAP_AS,1.074838589,1.215833857,1.663461335,2.387988722,20,0.028787879,6.050447518,280
PA,2013,ENR_AP_GAP_BL,1.440133275,1.825786979,2.416410161,3.167191416,215,0.072139303,15,291
PA,2013,ENR_AP_GAP_HI,1.333291139,1.677792768,2.21299878,3.41607093,160,0.079220779,39.78947368,251
PA,2015,ENR_AP_GAP_AS,1.093770967,1.126471307,1.616981766,2.334301654,19,0.010243278,4,318
PA,2015,ENR_AP_GAP_BL,1.293324727,1.743907667,2.226945553,2.856085345,225,0.066345639,25.62352941,302
PA,2015,ENR_AP_GAP_HI,1.304357198,1.651226741,2.083323929,2.837834538,192,0.025694444,26.6,311
PA,2017,ENR_AP_GAP_AS,1.073422338,1.19726221,1.322280396,2.075326429,35,0.030927835,6.272925764,340
PA,2017,ENR_AP_GAP_BL,1.419781459,1.802070653,2.495183121,3.449420843,263,0.081967213,13.76482412,319
PA,2017,ENR_AP_GAP_HI,1.301165769,1.679875533,2.16623784,2.842042067,244,0.039393939,15.66666667,330
PA,2020,ENR_AP_GAP_AS,1.106666602,1.171631206,1.26434807,1.617948196,19,0.01984127,1.968929416,334
PA,2020,ENR_AP_GAP_BL,1.439450922,1.924367524,2.52470063,3.344096873,245,0.080597015,44.13513514,290
PA,2020,ENR_AP_GAP_HI,1.339007913,1.748898147,2.306331624,3.081121643,270,0.065830721,17.5,328
PA,2021,ENR_AP_GAP_AS,1.077565751,1.174135121,1.270830699,1.799803519,23,0.005405405,3.401028278,327
PA,2021,ENR_AP_GAP_BL,1.472466125,1.917513132,2.570959962,3.704192907,244,0.01659751,27.3,292
PA,2021,ENR_AP_GAP_HI,1.319715556,1.816474107,2.448072015,3.423769766,267,0.014285714,20.42257598,331
PR,2017,ENR_AP_GAP_HI,1.760999095,1.760999095,1.760999095,1.760999095,1,1.760999095,1.760999095,1
PR,2021,ENR_AP_GAP_BL,1.108910891,1.108910891,1.108910891,1.108910891,1,1.108910891,1.108910891,1
RI,2011,ENR_AP_GAP_AS,1.125805068,1.179576712,1.227690226,1.388212147,4,0.012140623,1.604938272,22
RI,2011,ENR_AP_GAP_BL,1.300622505,1.758004659,1.958252638,2.068947146,12,0.433793103,3.290123457,18
RI,2011,ENR_AP_GAP_HI,1.489598463,2.246472045,2.375412654,2.503219805,13,0.153103448,9.314895947,19
RI,2013,ENR_AP_GAP_AS,1.686203094,1.892586593,2.098970092,2.30535359,2,0.054430949,2.511737089,25
RI,2013,ENR_AP_GAP_BL,1.514756631,2.072564156,2.602756414,2.757224037,13,0.26374269,7.05629771,20
RI,2013,ENR_AP_GAP_HI,1.497142857,2.510012233,2.713299617,4.085870719,17,0.301329394,6.835076428,24
RI,2015,ENR_AP_GAP_AS,1.101638892,1.164014923,1.318407871,2.191657826,4,0.025337838,3.424336283,26
RI,2015,ENR_AP_GAP_BL,1.36008126,1.445132743,1.867332382,2.242950108,16,0.261363636,3.300393529,25
RI,2015,ENR_AP_GAP_HI,1.396882831,1.734056779,1.987141868,2.528388486,15,0.099229858,3.337651822,27
RI,2017,ENR_AP_GAP_AS,1.196850394,1.215434084,1.337078652,2.052516411,6,0.14066092,2.06235012,29
RI,2017,ENR_AP_GAP_BL,1.286884135,1.759570896,2.039399827,2.420867755,17,0.219325153,5.841191067,25
RI,2017,ENR_AP_GAP_HI,1.275327032,1.714016977,2.160240549,2.609388571,23,0.331288344,3.241157556,28
RI,2020,ENR_AP_GAP_AS,1.338165012,1.389649924,1.5,2.159223301,6,0.213017751,2.330296128,32
RI,2020,ENR_AP_GAP_BL,1.28319624,1.419005102,1.805400372,2.443542435,21,0.449499545,3.930144808,33
RI,2020,ENR_AP_GAP_HI,1.278050491,1.534796238,1.94484127,2.691624365,31,0.171428571,5.508341812,37
RI,2021,ENR_AP_GAP_AS,1.239223845,1.360561551,1.719518072,2.028182817,9,0.275990676,2.752688172,33
RI,2021,ENR_AP_GAP_BL,1.404682274,1.591455274,1.737360027,2.265326633,26,0.414545455,4.470359281,32
RI,2021,ENR_AP_GAP_HI,1.242857143,1.575879397,1.878801365,2.900142896,31,0.55828877,5.696890344,36
SC,2011,ENR_AP_GAP_AS,1.310638485,1.42967004,1.548701595,1.667733151,2,0.040816327,1.786764706,45
SC,2011,ENR_AP_GAP_BL,1.759835707,2.555727829,3.33298951,4.422376296,59,0.393567226,9.649062102,61
SC,2011,ENR_AP_GAP_HI,1.319922474,1.782110107,2.151515467,2.503624578,30,0.145833333,5.18498452,46
SC,2013,ENR_AP_GAP_AS,1.325875843,1.399378506,1.43767796,1.475535644,4,0.019920319,1.513172443,48
SC,2013,ENR_AP_GAP_BL,1.914162565,2.633356835,3.332320091,4.127024428,64,0.466575716,16.85,69
SC,2013,ENR_AP_GAP_HI,1.364545834,1.788262563,2.010174478,2.596680441,34,0.078715365,3.918452381,51
SC,2015,ENR_AP_GAP_AS,1.335363139,1.446175675,1.546969326,1.671967095,5,0.020833333,1.965098634,44
SC,2015,ENR_AP_GAP_BL,1.861756516,2.325267344,2.792960651,4.282122058,62,0.218503224,12.08604207,69
SC,2015,ENR_AP_GAP_HI,1.263829773,1.777177066,2.027070676,2.355763588,38,0.162790698,3.536226318,54
SC,2017,ENR_AP_GAP_AS,1.016328932,1.027456482,1.254963585,1.538446851,9,0.039087948,1.788144604,54
SC,2017,ENR_AP_GAP_BL,1.671516322,2.224096698,2.922692661,4.572493066,62,0.218610491,27.58333333,68
SC,2017,ENR_AP_GAP_HI,1.278576403,1.527499191,1.883641342,2.145941846,46,0.263157895,8.133173844,54
SC,2020,ENR_AP_GAP_AS,1.249902165,1.66338499,1.994848925,2.504681363,5,0.013865546,4.021756648,45
SC,2020,ENR_AP_GAP_BL,2.031973148,2.944868123,3.796969697,5.213280443,62,0.177882353,15.19584245,66
SC,2020,ENR_AP_GAP_HI,1.472214604,1.712254017,2.244248506,2.621720006,48,0.145299145,7.248913988,55
SC,2021,ENR_AP_GAP_AS,1.261248162,1.36709762,1.806049986,2.804294722,8,0.014689266,3.803018268,52
SC,2021,ENR_AP_GAP_BL,2.107685778,3.017296959,3.503849899,4.652051136,55,0.137923729,12.21658986,60
SC,2021,ENR_AP_GAP_HI,1.452336572,1.810866236,2.392596118,3.145157068,49,0.120338983,5.540942928,56
SD,2011,ENR_AP_GAP_AS,1.539529156,1.842146867,2.144764578,2.447382289,2,0.226415094,2.75,16
