LEA_STATE,YEAR,gap_var,b1,b2,b3,b4,n_gt1,min,max,n
IL,2017,ENR_AP_GAP_BL,1.678650781,2.151074022,2.555286125,3.238446232,134,0.1,14.59496855,151
IL,2017,ENR_AP_GAP_HI,1.275707583,1.505072549,1.724979658,2.104946524,161,0.023715415,10.58925319,199
IL,2020,ENR_AP_GAP_AS,1.070675666,1.152274276,1.258339937,1.350081355,13,0.034482759,2.571428571,176
IL,2020,ENR_AP_GAP_BL,1.734975006,2.049185464,2.546865672,3.064824037,131,0.026086957,12.12738854,156
IL,2020,ENR_AP_GAP_HI,1.2224743,1.444557477,1.714247303,2.142857143,166,0.126315789,33.00703325,201
IL,2021,ENR_AP_GAP_AS,1.108084139,1.308720629,1.370287285,1.91974558,14,0.045454545,3.591133005,175
IL,2021,ENR_AP_GAP_BL,1.620115481,2.037591528,2.609107869,3.269410624,133,0.062305296,11.80381471,161
IL,2021,ENR_AP_GAP_HI,1.285945577,1.437025079,1.688709686,2.046823322,170,0.024539877,7.159315415,223
IN,2011,ENR_AP_GAP_AS,1.034216542,1.125288101,1.343317241,2.3797498,10,0.020833333,3.746598803,144
IN,2011,ENR_AP_GAP_BL,1.295037979,1.629398247,2.348834304,3.083508321,79,0.015981735,6.198403649,127
IN,2011,ENR_AP_GAP_HI,1.221751357,1.498587375,1.819610388,2.199873684,104,0.015981735,11.52067669,182
IN,2013,ENR_AP_GAP_AS,1.053551115,1.230601728,2.002544204,2.253644773,10,0.01754386,3.090909091,145
IN,2013,ENR_AP_GAP_BL,1.43977382,1.828822439,2.344201463,3.035523673,80,0.094026549,9.25,120
IN,2013,ENR_AP_GAP_HI,1.218784485,1.409691216,1.698562784,2.311230297,107,0.070110701,6.090651558,184
IN,2015,ENR_AP_GAP_AS,1.129229997,1.169599584,1.519786584,1.616889176,9,0.034934498,4.527236492,149
IN,2015,ENR_AP_GAP_BL,1.491952412,1.979625197,2.390581068,3.491795136,75,0.10782241,7.627906977,120
IN,2015,ENR_AP_GAP_HI,1.192525133,1.438783123,1.729386414,2.147971486,114,0.046153846,7.944191344,204
IN,2017,ENR_AP_GAP_AS,1.059545455,1.184322034,1.336281277,1.657505285,21,0.032663317,3.078819903,152
IN,2017,ENR_AP_GAP_BL,1.430193117,1.805883236,2.589586157,3.477139819,87,0.088957055,7.850725639,119
IN,2017,ENR_AP_GAP_HI,1.194064258,1.462568442,1.76333502,2.290909091,148,0.13312573,6.1886121,206
IN,2020,ENR_AP_GAP_AS,1.13384464,1.182248387,1.239221739,1.42182754,15,0.018315018,2.585617543,154
IN,2020,ENR_AP_GAP_BL,1.472082103,1.867541649,2.554440231,3.262239801,92,0.16918429,12.71260199,121
IN,2020,ENR_AP_GAP_HI,1.24,1.488950276,1.896485471,2.576923077,151,0.067618332,8.043912176,206
IN,2021,ENR_AP_GAP_AS,1.052319312,1.107246587,1.263787199,1.447276157,19,0.058287796,2.141578385,155
IN,2021,ENR_AP_GAP_BL,1.570050889,1.815026779,2.341118715,3.1470846,88,0.093297101,7.760072267,122
IN,2021,ENR_AP_GAP_HI,1.301402751,1.513916731,1.859651624,2.239546217,160,0.091922006,7.535911602,217
KS,2011,ENR_AP_GAP_AS,1.267598475,1.283318928,1.466097308,1.593565089,6,0.070575843,1.775483011,41
KS,2011,ENR_AP_GAP_BL,1.443916792,1.738040834,2.106979415,2.685762214,27,0.053418803,6.358267717,41
KS,2011,ENR_AP_GAP_HI,1.300220345,1.572761879,2.074671446,2.326635629,36,0.048850575,4.523830538,53
KS,2013,ENR_AP_GAP_AS,1.217172979,1.420295571,1.561719181,1.641443809,3,0.069090909,1.721168437,39
KS,2013,ENR_AP_GAP_BL,1.43520465,1.760590246,1.991529709,2.374466123,24,0.103636364,3.378661088,37
KS,2013,ENR_AP_GAP_HI,1.273815873,1.505387191,2.011695996,2.534359086,40,0.093959732,5.143884892,50
KS,2015,ENR_AP_GAP_AS,1.698938074,1.844262446,1.999963505,2.231118314,4,0.038844622,2.5,37
KS,2015,ENR_AP_GAP_BL,1.455424069,1.853284036,2.099452907,2.923150168,20,0.194936709,4.276492537,31
KS,2015,ENR_AP_GAP_HI,1.125194951,1.259916404,1.530992366,2.033987226,36,0.454308094,6.564841499,41
KS,2017,ENR_AP_GAP_AS,1.089795918,1.310173697,1.440831557,1.469251337,6,0.105820106,1.559463987,40
KS,2017,ENR_AP_GAP_BL,1.415946114,1.791653787,2.32083315,3.392049673,26,0.114427861,14.03495994,38
KS,2017,ENR_AP_GAP_HI,1.257306588,1.378060523,1.726092446,2.201411308,47,0.123655914,5.755965293,53
KS,2020,ENR_AP_GAP_AS,1.036689315,1.045317405,1.077246688,1.132477165,3,0.072527473,1.187707641,39
KS,2020,ENR_AP_GAP_BL,1.475033587,1.71119146,1.925647059,2.912280702,31,0.117371938,4.807228916,40
KS,2020,ENR_AP_GAP_HI,1.182551611,1.350855424,1.670437644,2.370317586,40,0.060846561,4.921752739,58
KS,2021,ENR_AP_GAP_AS,1.03206265,1.041820132,1.117390178,1.258772789,3,0.069444444,1.4001554,48
KS,2021,ENR_AP_GAP_BL,1.463732842,1.821723262,2.104952331,2.588274814,25,0.255319149,3.97639485,33
KS,2021,ENR_AP_GAP_HI,1.311834318,1.522519853,1.891747973,2.512734241,45,0.156716418,7.207746479,56
KY,2011,ENR_AP_GAP_AS,1.228334522,1.385395189,1.412736477,1.811333333,11,0.012027491,2.007,76
KY,2011,ENR_AP_GAP_BL,1.372404348,1.680221224,2.164941364,2.659503526,69,0.092741935,7.81141046,102
KY,2011,ENR_AP_GAP_HI,1.168073141,1.29249266,1.594026492,1.84459192,39,0.086299892,3.551083591,82
KY,2013,ENR_AP_GAP_AS,1.110783525,1.144875139,1.178423841,1.3035913,4,0.038154392,1.474568138,83
KY,2013,ENR_AP_GAP_BL,1.33718723,1.791965126,2.077022329,2.370087185,63,0.070699708,5.370845481,89
KY,2013,ENR_AP_GAP_HI,1.179683933,1.42206521,1.585588821,1.97768246,47,0.06637931,3.67244898,103
KY,2015,ENR_AP_GAP_AS,1.050068688,1.104576875,1.138425594,1.183593578,7,0.038011696,1.42664906,88
KY,2015,ENR_AP_GAP_BL,1.360449186,1.571386837,1.953017879,2.603352802,72,0.055963303,5.570831323,101
KY,2015,ENR_AP_GAP_HI,1.156566396,1.276384526,1.540242892,2.03580961,53,0.146621622,7.195150115,102
KY,2017,ENR_AP_GAP_AS,1.131680358,1.194050141,1.227849136,1.25241689,9,0.06407767,5.539160045,93
KY,2017,ENR_AP_GAP_BL,1.33880975,1.733938239,2.135922814,3.060337806,74,0.150684932,6.923857868,90
KY,2017,ENR_AP_GAP_HI,1.205348814,1.305195881,1.507692308,1.812940425,73,0.236334405,4.886649874,107
KY,2020,ENR_AP_GAP_AS,1.131720895,1.223737672,1.373211558,1.45904776,4,0.023809524,1.513065118,89
KY,2020,ENR_AP_GAP_BL,1.396574787,2.049825675,2.352662722,2.722897725,65,0.360544218,6.513157895,82
KY,2020,ENR_AP_GAP_HI,1.160834906,1.370155466,1.617373455,2.276063451,72,0.261380323,5.682277319,108
KY,2021,ENR_AP_GAP_AS,1.007777467,1.023949732,1.076780031,1.205730042,5,0.033898305,1.465625,84
KY,2021,ENR_AP_GAP_BL,1.389752691,1.855029043,2.384747873,3.275287388,60,0.104615385,11.91489362,84
KY,2021,ENR_AP_GAP_HI,1.236459619,1.455627404,1.677309642,2.111482928,69,0.166831194,3.449675325,98
LA,2011,ENR_AP_GAP_AS,1.276595745,1.276595745,1.276595745,1.276595745,1,0.090144231,1.276595745,25
LA,2011,ENR_AP_GAP_BL,1.761951459,2.504702899,3.299386763,5.051113163,30,0.541616766,11.4561707,34
LA,2011,ENR_AP_GAP_HI,1.139003659,1.428912784,1.594526934,2.550774756,11,0.161490683,3.590660343,23
LA,2013,ENR_AP_GAP_AS,1.17184433,1.236875893,1.63912232,2.433153732,5,0.006179197,3.454545455,34
LA,2013,ENR_AP_GAP_BL,2.029888325,2.391319487,2.677068979,3.443006991,42,0.342442833,17.46938776,49
LA,2013,ENR_AP_GAP_HI,1.258247879,1.414516319,1.487813639,1.966666667,23,0.328669154,7,39
LA,2015,ENR_AP_GAP_AS,1.170246298,1.196667436,1.223088574,1.249509713,2,0.014687882,1.275930851,42
LA,2015,ENR_AP_GAP_BL,1.604842105,1.894630711,2.361625555,3.299021385,46,0.227172583,74.66666667,53
LA,2015,ENR_AP_GAP_HI,1.200718957,1.565545788,1.663827644,1.937641181,20,0.106122449,4.280775196,41
LA,2017,ENR_AP_GAP_AS,1.098648336,1.117270177,1.20399449,1.274911032,7,0.008196721,2.666666667,42
LA,2017,ENR_AP_GAP_BL,1.562237648,1.906079894,2.348423758,2.728156265,47,0.106339468,4.29966503,56
LA,2017,ENR_AP_GAP_HI,1.258669011,1.609570661,2.025640699,3.407562564,32,0.056318198,16.007109,50
LA,2020,ENR_AP_GAP_AS,1.35204696,1.557459506,1.764364876,1.946886447,4,0.211764706,2.117216117,36
LA,2020,ENR_AP_GAP_BL,1.510040001,1.939926102,2.246510616,3.22633574,47,0.054862074,5.572625698,55
LA,2020,ENR_AP_GAP_HI,1.19716647,1.491115746,1.681318681,1.96969697,36,0.41507431,5.17705041,47
LA,2021,ENR_AP_GAP_AS,1.0455,1.395818313,1.448586118,1.572815534,6,0.181818182,2.154398564,36
LA,2021,ENR_AP_GAP_BL,1.423240859,1.734506653,2.257250781,2.956295745,44,0.0875,43.05206463,55
LA,2021,ENR_AP_GAP_HI,1.295380396,1.632673718,1.881921873,2.190451296,34,0.225490196,8.076923077,51
MA,2011,ENR_AP_GAP_AS,1.144230769,1.275004674,1.403409091,1.572237474,21,0.045204289,4,206
MA,2011,ENR_AP_GAP_BL,1.311957921,1.740226294,2.073036568,2.700411833,123,0.139855072,9.179888268,182
MA,2011,ENR_AP_GAP_HI,1.34609302,1.653449401,2.143164441,3.001708395,133,0.078781513,12.39188633,190
MA,2013,ENR_AP_GAP_AS,1.113559969,1.222926012,1.312227665,1.571752694,22,0.037634409,3.171225937,205
MA,2013,ENR_AP_GAP_BL,1.309236022,1.747985693,2.237069871,2.977259317,119,0.102848101,5.97311828,181
MA,2013,ENR_AP_GAP_HI,1.364191998,1.697831325,2.442052239,3.084613207,125,0.0625,8.7,183
MA,2015,ENR_AP_GAP_AS,1.088467593,1.215803359,1.301212854,1.684642533,43,0.071710898,2.881355932,221
MA,2015,ENR_AP_GAP_BL,1.283538596,1.675956317,2.120448853,2.934694512,129,0.079908676,9.183908046,203
MA,2015,ENR_AP_GAP_HI,1.322834646,1.671539961,2.014481094,2.66320598,171,0.266666667,7.013487476,217
MA,2017,ENR_AP_GAP_AS,1.077874396,1.178595215,1.352893713,1.632443865,34,0.134803922,3.492795389,235
MA,2017,ENR_AP_GAP_BL,1.349798851,1.73984693,2.124902954,2.843880553,170,0.147208122,11.74025974,213
MA,2017,ENR_AP_GAP_HI,1.333422589,1.726278135,2.133996463,2.842773096,209,0.134803922,17.38562092,241
MA,2020,ENR_AP_GAP_AS,1.12371134,1.17,1.381793478,1.841986456,41,0.06655574,2.96435272,248
MA,2020,ENR_AP_GAP_BL,1.345055154,1.63466899,2.107971006,3.045360045,185,0.187285223,13.23484202,235
MA,2020,ENR_AP_GAP_HI,1.39997747,1.698890307,2.175387678,2.717500187,225,0.457486832,13.07630522,262
MA,2021,ENR_AP_GAP_AS,1.059565812,1.162347964,1.3330742,1.549194029,32,0.069172932,2.25,248
MA,2021,ENR_AP_GAP_BL,1.209901395,1.629634479,2.202,3.040347066,178,0.07003367,9.664343786,225
MA,2021,ENR_AP_GAP_HI,1.419286658,1.709570957,2.10619213,2.711367673,226,0.361757106,8.147100424,259
MD,2011,ENR_AP_GAP_BL,1.708139576,1.985151701,2.282246718,2.892955333,22,0.001569164,4.077589078,24
MD,2011,ENR_AP_GAP_HI,1.275100509,1.373846351,1.519685373,1.796637666,18,0.006866726,3.172800561,22
MD,2013,ENR_AP_GAP_BL,1.770443486,1.838146194,1.995130971,2.10819473,24,1.198179272,2.568972776,24
MD,2013,ENR_AP_GAP_HI,1.272085798,1.389187349,1.576912115,2.102079109,21,0.758710801,3.670076726,23
MD,2015,ENR_AP_GAP_BL,1.747478138,1.818411323,1.998471415,2.622667385,23,1.573083416,3.473467538,23
MD,2015,ENR_AP_GAP_HI,1.230110658,1.643704702,1.67681113,2.354323357,22,1.075903614,5.023426061,22
MD,2017,ENR_AP_GAP_BL,1.633285625,1.84148675,2.261799165,2.792211594,23,1.404295019,4.502037846,23
MD,2017,ENR_AP_GAP_HI,1.40941603,1.828436566,1.9475775,2.366368874,22,0.785714286,5.5,24
MD,2020,ENR_AP_GAP_AS,1.34021164,1.34021164,1.34021164,1.34021164,1,0.228728271,1.34021164,23
MD,2020,ENR_AP_GAP_BL,1.494293749,1.678059451,1.86974746,2.271028985,22,0.871619762,11.21439873,23
MD,2020,ENR_AP_GAP_HI,1.415436709,1.518668832,1.804606877,2.147439646,22,0.776107595,3.938973648,24
MD,2021,ENR_AP_GAP_BL,1.687965859,1.846721719,2.102537439,2.787517661,24,1.011965812,11.40909091,24
MD,2021,ENR_AP_GAP_HI,1.50182577,1.775462531,1.920919445,2.389301339,22,1.104590572,2.786588921,22
ME,2011,ENR_AP_GAP_AS,1.111685201,1.189165646,1.271282606,1.34013156,7,0.028106509,2.058576739,49
ME,2011,ENR_AP_GAP_BL,1.124155379,1.261956522,1.444478217,2.11698975,9,0.114942529,2.632342007,34
ME,2011,ENR_AP_GAP_HI,1.08118602,1.140338799,1.198487858,1.537767304,8,0.053448276,3.012267658,41
ME,2013,ENR_AP_GAP_AS,1.1392261,1.175115207,1.255006676,1.416015625,6,0.040123457,1.720679012,54
ME,2013,ENR_AP_GAP_BL,1.581586751,1.857128027,2.104894498,3.785360676,8,0.048034934,4.971168437,42
ME,2013,ENR_AP_GAP_HI,1.128869232,1.145742793,1.216402885,1.78916266,8,0.1015625,2.808387364,30
ME,2015,ENR_AP_GAP_AS,1.103303529,1.195575108,1.3370068,1.557660075,10,0.039419087,1.720360825,57
ME,2015,ENR_AP_GAP_BL,1.200016083,1.259529155,1.539204314,1.893276323,13,0.050980392,2.608440171,39
ME,2015,ENR_AP_GAP_HI,1.191829047,1.490302333,1.706953356,2.045730376,12,0.046783626,11.30578512,49
ME,2017,ENR_AP_GAP_AS,1.1561051,1.265174507,1.320895522,2.181992337,11,0.087209302,2.374223602,55
ME,2017,ENR_AP_GAP_BL,1.190752983,1.316565961,1.526814043,2.315629742,19,0.206136146,3.080308031,40
ME,2017,ENR_AP_GAP_HI,1.376958476,1.562858055,1.955461529,2.494026884,25,0.027027027,4.534161491,51
ME,2020,ENR_AP_GAP_AS,1.15226601,1.566248212,1.685066319,1.805019542,8,0.121396055,1.867203219,49
ME,2020,ENR_AP_GAP_BL,1.323744976,1.577480563,2.102548598,2.351094282,19,0.081871345,9.272727273,36
ME,2020,ENR_AP_GAP_HI,1.312356604,1.580432738,1.914580265,2.936221801,26,0.051282051,4.195348837,48
ME,2021,ENR_AP_GAP_AS,1.061088296,1.101129363,1.128348489,1.142745673,3,0.048192771,1.157142857,49
ME,2021,ENR_AP_GAP_BL,1.435361317,1.545050704,1.894436492,2.695859508,19,0.112222222,6.404494382,37
ME,2021,ENR_AP_GAP_HI,1.279239766,1.433566434,1.673780488,2.354299255,21,0.174129353,4.069767442,47
MI,2011,ENR_AP_GAP_AS,1.062073928,1.19202713,1.281809243,1.524101657,23,0.010869565,2.654918135,215
MI,2011,ENR_AP_GAP_BL,1.675439233,2.172078733,2.895649855,4.133498486,143,0.057915058,21.83673469,200
MI,2011,ENR_AP_GAP_HI,1.306917066,1.523947537,1.90602119,2.569747096,152,0.050847458,34.58333333,247
MI,2013,ENR_AP_GAP_AS,1.097648506,1.198437973,1.336968774,1.96068743,24,0.017699115,3.450623167,222
MI,2013,ENR_AP_GAP_BL,1.534301048,2.034585439,2.50600196,3.500211479,149,0.018450185,9.792763158,219
MI,2013,ENR_AP_GAP_HI,1.148705834,1.500058727,1.790589612,2.340818937,167,0.119148936,4.960629921,252
MI,2015,ENR_AP_GAP_AS,1.071757482,1.197674419,1.576393035,1.899450549,23,0.018518519,5.433364399,239
MI,2015,ENR_AP_GAP_BL,1.407572509,1.952885342,2.44740519,3.403473402,169,0.050813008,23.36842105,224
MI,2015,ENR_AP_GAP_HI,1.214990138,1.425100402,1.771832408,2.340350877,206,0.072700297,6.327686916,274
MI,2017,ENR_AP_GAP_AS,1.062299563,1.147165021,1.295503481,1.544182195,37,0.014018692,3.374340949,248
MI,2017,ENR_AP_GAP_BL,1.401117789,1.784540344,2.205097997,3.0078153,187,0.032490975,9.703932833,236
MI,2017,ENR_AP_GAP_HI,1.215165051,1.535671493,1.967384861,2.726531655,217,0.051118211,26.66666667,289
MI,2020,ENR_AP_GAP_AS,1.109067688,1.21402214,1.443609023,1.87211094,21,0.06772009,3.252918288,220
MI,2020,ENR_AP_GAP_BL,1.557110862,1.976045473,2.490066225,3.303215119,156,0.091803279,13.82082867,211
MI,2020,ENR_AP_GAP_HI,1.192313168,1.38703293,1.860909778,2.692334332,207,0.126315789,7.490909091,271
MI,2021,ENR_AP_GAP_AS,1.095906509,1.257936508,1.460976547,2.09221902,16,0.015748031,3.700141443,235
MI,2021,ENR_AP_GAP_BL,1.473913847,2.043241453,2.511846814,3.651565688,160,0.145454545,12.77419355,205
MI,2021,ENR_AP_GAP_HI,1.271387662,1.467157526,1.798888889,2.575534564,203,0.154113534,9.45344726,269
MN,2011,ENR_AP_GAP_AS,1.205565393,1.383869399,1.47018496,1.69447494,28,0.05078637,6.068965517,100
MN,2011,ENR_AP_GAP_BL,1.463774119,2.091479892,2.709909165,3.382808826,58,0.032359081,10.54303279,89
MN,2011,ENR_AP_GAP_HI,1.525912354,1.974299065,2.675654734,3.531496063,76,0.041176471,9.025,104
MN,2013,ENR_AP_GAP_AS,1.087868371,1.190008511,1.619133449,2.170650969,25,0.036649215,2.914514248,105
MN,2013,ENR_AP_GAP_BL,1.530524406,1.726992313,2.468884894,3.105912356,62,0.095808383,13.88197147,84
MN,2013,ENR_AP_GAP_HI,1.503733201,1.782112567,2.392488263,3.133928571,81,0.058611362,7.352095566,111
MN,2015,ENR_AP_GAP_AS,1.04630421,1.156033133,1.271236559,1.680124007,40,0.043478261,3.46875,100
MN,2015,ENR_AP_GAP_BL,1.353696559,1.724038153,2.298080744,2.966219313,59,0.082278481,11.93630137,88
MN,2015,ENR_AP_GAP_HI,1.395957373,1.658668262,2.090652681,2.877332082,88,0.039215686,18.68174475,111
MN,2017,ENR_AP_GAP_AS,1.063531254,1.127561579,1.382866503,1.485059761,31,0.137055838,3.606269113,102
MN,2017,ENR_AP_GAP_BL,1.453066705,1.798915515,2.200241753,2.882595402,74,0.113861386,10.09090909,89
MN,2017,ENR_AP_GAP_HI,1.399901979,1.718111244,2.081767479,2.743210149,95,0.170731707,7.219343696,113
MN,2020,ENR_AP_GAP_AS,1.146292723,1.275987169,1.564942794,2.219381058,35,0.059210526,3.41453831,94
MN,2020,ENR_AP_GAP_BL,1.372706689,1.703525813,2.054085713,3.054542756,70,0.148854962,10.17829457,85
MN,2020,ENR_AP_GAP_HI,1.331959925,1.600815647,2.072014423,2.93204882,99,0.196721311,12.74380165,117
MN,2021,ENR_AP_GAP_AS,1.14854411,1.258117548,1.575462206,1.989898692,35,0.041450777,4.194055862,99
MN,2021,ENR_AP_GAP_BL,1.318668923,1.763249516,2.199277233,2.812238195,81,0.041450777,7.894459103,89
MN,2021,ENR_AP_GAP_HI,1.37254902,1.768952012,2.183060109,2.693531187,101,0.217317487,6.083610649,115
MO,2011,ENR_AP_GAP_AS,1.10635525,1.194827973,1.285203344,1.392563417,4,0.029503106,1.508415842,73
MO,2011,ENR_AP_GAP_BL,1.597688061,2.021178646,2.491787023,3.484402906,60,0.0657277,10.44262295,81
MO,2011,ENR_AP_GAP_HI,1.302316966,1.485245468,1.730550285,2.038786003,46,0.025510204,3.567901235,75
MO,2013,ENR_AP_GAP_AS,1.061944664,1.153703041,1.197761573,1.695979864,10,0.015801354,2.75,88
MO,2013,ENR_AP_GAP_BL,1.511751536,1.907782943,2.361896987,3.130625665,64,0.04109589,8.458333333,86
MO,2013,ENR_AP_GAP_HI,1.12165681,1.279978934,1.583153419,2.107966091,47,0.069078947,3.474347826,91
MO,2015,ENR_AP_GAP_AS,1.05253483,1.194996493,1.508133971,1.8,6,0.017921147,1.826086957,101
MO,2015,ENR_AP_GAP_BL,1.552286034,1.90562789,2.226225983,3.002574562,63,0.089820359,14.67,91
MO,2015,ENR_AP_GAP_HI,1.263385147,1.422920892,1.600512164,2.023385301,61,0.024271845,5.030287984,96
MO,2017,ENR_AP_GAP_AS,1.099119497,1.143847487,1.190967742,1.294663573,16,0.021505376,1.555555556,91
MO,2017,ENR_AP_GAP_BL,1.48660376,1.738269622,2.056688518,2.903143278,78,0.159292035,4.867379679,92
MO,2017,ENR_AP_GAP_HI,1.161568485,1.274578005,1.481757707,1.789800579,70,0.182926829,3.936,99
MO,2020,ENR_AP_GAP_AS,1.051702505,1.488931624,1.706474436,1.897797357,8,0.03812825,2.385176185,93
MO,2020,ENR_AP_GAP_BL,1.558499207,1.933920895,2.697778531,3.233147706,78,0.058252427,5.776595745,98
MO,2020,ENR_AP_GAP_HI,1.201467212,1.384348602,1.63718888,2.083460154,75,0.174050633,17.73006135,109
MO,2021,ENR_AP_GAP_AS,1.12987013,1.15625,1.332068311,1.430769231,11,0.023054755,3.108294931,99
MO,2021,ENR_AP_GAP_BL,1.521805662,1.946112345,2.5,3.618119423,81,0.062893082,17.21122112,95
MO,2021,ENR_AP_GAP_HI,1.194932589,1.399830602,1.71195178,2.35412649,90,0.285285285,16.23809524,116
MS,2011,ENR_AP_GAP_AS,1.110951856,1.124880559,1.138809261,1.152737964,2,0.030612245,1.166666667,39
MS,2011,ENR_AP_GAP_BL,1.743016715,2.442105263,3.017837985,3.951367781,81,0.270597738,14.45945946,91
MS,2011,ENR_AP_GAP_HI,1.203034767,1.508218437,1.85512605,2.240488923,19,0.06025641,5.65625,58
MS,2013,ENR_AP_GAP_AS,1.429480218,1.463361186,1.497242153,1.531123121,2,0.041346154,1.565004088,40
MS,2013,ENR_AP_GAP_BL,1.745771287,2.255249093,2.960465265,4.257304379,78,0.216107383,39.57333333,85
MS,2013,ENR_AP_GAP_HI,1.304882212,1.599629529,2.067740395,3.38807237,22,0.087443946,8.347826087,44
MS,2015,ENR_AP_GAP_AS,1.00211076,1.003418306,1.004725853,1.0060334,2,0.024615385,1.007340946,46
MS,2015,ENR_AP_GAP_BL,1.771819969,2.281640007,3.049984653,3.90651192,75,0.334591195,15.07590133,85
MS,2015,ENR_AP_GAP_HI,1.20504691,1.53346663,2.255633709,2.724870714,24,0.034090909,4.407407407,55
MS,2017,ENR_AP_GAP_AS,1.042484301,1.198757764,1.330578512,1.348148148,6,0.041666667,1.353846154,47
MS,2017,ENR_AP_GAP_BL,1.712877216,2.216846654,3.041321441,5.265818572,74,0.282643649,29.00684411,84
MS,2017,ENR_AP_GAP_HI,1.254908877,1.625962733,1.916458669,2.513311018,32,0.083333333,5.683918669,51
MS,2020,ENR_AP_GAP_AS,1.113924051,1.113924051,1.113924051,1.113924051,1,0.014285714,1.113924051,43
MS,2020,ENR_AP_GAP_BL,1.610558022,2.250304912,2.808068049,4.314957753,65,0.063762626,9.647540984,71
MS,2020,ENR_AP_GAP_HI,1.36006192,1.649489125,1.839313612,2.542719117,37,0.298192771,5.467625899,53
MS,2021,ENR_AP_GAP_AS,1.037269331,1.091166745,1.18658479,1.256114775,4,0.046979866,1.31270073,42
MS,2021,ENR_AP_GAP_BL,1.385923141,1.782101135,2.350723797,3.151277349,67,0.503225806,11.29519918,75
MS,2021,ENR_AP_GAP_HI,1.257990868,1.412645161,2.00617284,2.697892272,36,0.141381185,15.22321429,53
MT,2011,ENR_AP_GAP_AS,1.004521,1.02450231,1.08192345,1.178211893,4,0.016949153,1.293933988,19
MT,2011,ENR_AP_GAP_BL,1.1292403,1.215111155,1.461640998,2.407035955,5,0.159624413,4.975484262,10
MT,2011,ENR_AP_GAP_HI,1.264423077,1.436231329,1.559431525,1.844290657,11,0.135211268,2.518904824,23
MT,2013,ENR_AP_GAP_AS,1.16311447,1.16311447,1.16311447,1.16311447,1,0.030701754,1.16311447,22
MT,2013,ENR_AP_GAP_BL,2.327901606,3.554376293,4.196353976,4.253834656,3,0.14159292,4.311315336,11
MT,2013,ENR_AP_GAP_HI,1.584786089,1.797736252,1.909526258,2.993542084,10,0.061403509,7.930232558,20
MT,2015,ENR_AP_GAP_BL,1.419800258,1.793558581,1.986437678,2.606991256,5,0.195121951,5.074598225,10
MT,2015,ENR_AP_GAP_HI,1.538200264,2.008105599,2.094396483,2.243980942,13,0.106060606,3.006870229,22
MT,2017,ENR_AP_GAP_AS,1.379976212,1.633816201,1.778588957,1.814294479,3,0.06097561,1.85,15
MT,2017,ENR_AP_GAP_BL,1.228048193,1.285780773,2.228001637,3.107934234,7,0.601226994,3.214142226,10
MT,2017,ENR_AP_GAP_HI,1.068099053,1.357333333,2.157668719,2.609019715,18,0.157894737,5.387755102,30
MT,2020,ENR_AP_GAP_AS,1.021126761,1.021126761,1.021126761,1.021126761,1,0.154506438,1.021126761,17
MT,2020,ENR_AP_GAP_BL,1.179985365,1.390534065,1.701715609,1.87955596,4,0.057692308,1.990725713,13
MT,2020,ENR_AP_GAP_HI,1.50540298,1.684263474,2.183894589,2.468555347,13,0.081395349,2.935739437,24
MT,2021,ENR_AP_GAP_BL,1.544868199,1.653813873,3.131136372,5.592610801,5,0.044871795,6.991416309,8
MT,2021,ENR_AP_GAP_HI,1.236582683,1.394610655,1.502282126,2.497570811,22,0.167597765,4.176623377,27
NC,2011,ENR_AP_GAP_AS,1.103052258,1.231827859,1.453838749,1.83152439,14,0.051470588,2.253940455,96
NC,2011,ENR_AP_GAP_BL,1.671842105,2.132933401,2.842778267,3.917976831,103,0.108024691,50.77463582,117
NC,2011,ENR_AP_GAP_HI,1.356940393,1.844197975,2.322158846,2.949714873,89,0.166666667,9.318471338,107
NC,2013,ENR_AP_GAP_AS,1.053817655,1.068256847,1.203398037,1.274191184,9,0.02780441,2.252045755,101
NC,2013,ENR_AP_GAP_BL,1.719471852,2.262709476,2.841569175,3.751278635,107,0.438554217,12.24307417,116
NC,2013,ENR_AP_GAP_HI,1.384879725,1.623725934,1.918818297,2.305637513,96,0.048192771,7.063545151,122
NC,2015,ENR_AP_GAP_AS,1.100501994,1.230092632,1.553503688,2.113644179,15,0.021806854,2.872597228,110
NC,2015,ENR_AP_GAP_BL,1.623076923,2.206728597,2.978516495,3.824952049,115,0.25940707,8.121904762,123
NC,2015,ENR_AP_GAP_HI,1.558774729,1.942899702,2.271076172,2.801279028,96,0.1,5.983606557,125
NC,2017,ENR_AP_GAP_AS,1.073544433,1.190132148,1.273639383,1.504299065,25,0.007042254,2.660305344,113
NC,2017,ENR_AP_GAP_BL,1.748314807,2.359015781,2.938704067,4.003135774,115,0.016728625,12.19314642,128
NC,2017,ENR_AP_GAP_HI,1.332498064,1.85854226,2.172847589,2.816925772,110,0.325520833,9.482917821,135
NC,2020,ENR_AP_GAP_AS,1.063224267,1.286731664,1.331239292,2.126728111,16,0.084419615,4.032838983,118
NC,2020,ENR_AP_GAP_BL,2.090715574,2.534019465,3.340268411,4.566591476,119,0.187287174,24.98268398,133
NC,2020,ENR_AP_GAP_HI,1.381174289,1.753633063,2.176089137,2.72902511,119,0.341235632,21.63798883,138
NC,2021,ENR_AP_GAP_AS,1.077141034,1.169910337,1.375202449,1.792282514,14,0.068649886,2.520833333,119
