"GEOG","LEA_STATE","SCHOOLS","YEAR","ENR","ENR_HS_TOT","STU_TEACH_RAT","ENR_AP","SCH_FTETEACH_TOT","SCH_APCOURSES_TOT","SCH_APCOURSES_MODE","SCH_APCOURSES_MEAN","PCT_ENR_WH","PCT_ENR_BL","PCT_ENR_AS","PCT_ENR_HI","PCT_ENR_OTH","PCT_ENR_NON_WH","PCT_ENR_AP","ENR_AP_GAP_BL","ENR_AP_GAP_AS","ENR_AP_GAP_HI"
"STATE","IL",4179,2020,1857697,605084,13.1216161103534,138143,141575.320019782,5788,1,12.1852631578947,0.467357701498145,0.166055067107284,0.0547635055663006,0.271606725962307,0.0426011346306744,0.532642298501855,0.0743625036806325,1.80830523663547,0.453363580474023,1.05794612707447
"STATE","IL",4063,2021,1808588,602071,12.7865007142146,137290,141445.109997094,5514,1,11.4875,0.467385053975809,0.163979303191219,0.0540377355152196,0.270097446184537,0.0445004611332155,0.532614946024191,0.0759100469537562,1.80153920346687,0.445992660683034,1.125549729624
"STATE","IN",1875,2011,1047784,310555,NA,55089,0,0,NA,NA,0.724542462950379,0.119941705542364,0.0180123002450887,0.089269353225474,0.0482341780366946,0.275457537049621,0.0525766761088163,2.06512195733992,0.47643773130352,1.5439651450642
"STATE","IN",1864,2013,1032176,310205,17.018341060629,52593,60650.8,0,NA,NA,0.71313613182248,0.118039946675761,0.0197543829734464,0.10048867634977,0.0485808621785432,0.28686386817752,0.0509535195548046,1.77866165627051,0.491385739622895,1.32008686426369
"STATE","IN",1879,2015,1034752,316136,17.0049993518073,54131,60849.8700054362,0,NA,NA,0.694851519977734,0.122395511194953,0.021984978043048,0.110335616650173,0.050432374134092,0.305148480022266,0.0523130179985156,1.75020669509707,0.527880806765147,1.37053150704851
"STATE","IN",1886,2017,1049075,324114,16.8788872693982,57274,62153.0900263786,3080,3,9.19402985074627,0.680092462407359,0.12466982818197,0.0241689107070515,0.119000071491552,0.0520687272120678,0.319907537592641,0.0545947620522842,2.38445462912319,0.560923092948301,1.52486930947619
"STATE","IN",1860,2020,1025327,322909,15.8742989129608,53778,64590.3800616264,2873,2,8.81288343558282,0.65780965487108,0.128284927637719,0.0277560232004034,0.132154912530344,0.0542880466426808,0.34219034512892,0.0524496087589618,2.03940903341458,0.511553027149788,1.51466473492585
"STATE","IN",1836,2021,1024012,321594,15.6765956197645,55421,65321.0700101852,2953,3,8.9214501510574,0.651696464494557,0.128878372519072,0.0281559200478119,0.135741573340937,0.0555276695976219,0.348303535505443,0.054121436076921,1.85948227329741,0.474202143686508,1.31362717432648
"STATE","KS",1389,2011,484295,134757,NA,17055,0,0,NA,NA,0.670440537275834,0.0746383918892411,0.0267997811251407,0.167978195108353,0.0601430946014309,0.329559462724166,0.03521613892359,1.94187462339315,0.488944210862777,1.68325073927301
"STATE","KS",1396,2013,493857,138231,13.8705447281864,17396,35604.73,0,NA,NA,0.656756915463383,0.0728874957730679,0.0273176243325497,0.182538670100859,0.0604992943301401,0.343243084536617,0.0352247715431795,1.80275536092924,0.470888976657842,1.61334561786054
"STATE","KS",1356,2015,492837,140107,13.9596678640006,17490,35304.3499889374,0,NA,NA,0.646913685457869,0.0722267199905851,0.0282831849069774,0.188482195939022,0.0640942137055456,0.353086314542131,0.0354884069175001,1.89267966271594,0.419282146951233,1.61353757490676
"STATE","KS",1350,2017,485036,141624,13.8633800993215,18744,34986.8499979842,1008,1,9.6,0.642706933093626,0.0700813960200892,0.0284679900048656,0.195496829101345,0.0632468517800741,0.357293066906374,0.0386445542186559,1.92341618430402,0.41991273867581,1.82520458974776
"STATE","KS",1339,2020,472996,142979,13.2370666897063,16689,35732.6899597645,1063,1,10.1238095238095,0.628971492359343,0.0691062926536377,0.0283977031518237,0.206120136322506,0.0674043755126893,0.371028507640657,0.0352835964786172,1.89450641877434,0.364849197619045,1.70616915531404
"STATE","KS",1365,2021,468365,143816,13.2042375146438,17280,35470.8099941835,1024,3,9.57009345794392,0.629904027841534,0.0675285300993883,0.0273782199780086,0.204669435162747,0.0705197869183223,0.370095972158466,0.0368943025204701,1.56312008002398,0.37790075130726,1.77291215719682
"STATE","KY",1417,2011,691078,192594,NA,42518,0,0,NA,NA,0.807930508567774,0.107743264870246,0.0142169190742579,0.0436940547955513,0.0264152526921708,0.192069491432226,0.0615241694859336,1.84610467524679,0.491447477834253,1.08366929244501
"STATE","KY",1422,2013,686436,194214,15.6634613475757,40924,43824.03,0,NA,NA,0.793481111130535,0.10699176616611,0.0150924485312542,0.0520966266338013,0.0323380475382993,0.206518888869465,0.0596180852985566,1.72407863297953,0.468492774750797,1.06485459547886
"STATE","KY",1407,2015,689683,198669,16.3091276668179,44659,42288.1599856019,0,NA,NA,0.779919180261076,0.106047270992615,0.0165815309352268,0.0598187863119723,0.037633231499109,0.220080819738924,0.0647529372189832,1.69061992838264,0.484928827322294,1.18050828818232
"STATE","KY",1401,2017,679515,198551,16.2826685540317,43582,41732.4100005552,2981,1,13.8009259259259,0.766477561201739,0.106012376474397,0.017912776024076,0.0675996850694981,0.0419976012302892,0.233522438798261,0.0641369211864344,1.68627040902762,0.495268822821682,1.27026479078015
"STATE","KY",1399,2020,659694,200414,15.4060573420162,37670,42820.4300006628,1930,1,9.50738916256158,0.746687100382905,0.106309895193832,0.0192422547423502,0.0784772940181357,0.049283455662777,0.253312899617095,0.0571022322470721,1.57664264523974,0.424867399420801,1.30148020894244
"STATE","KY",1357,2021,645735,199070,14.9118707026367,32187,43303.4199985266,1785,1,8.70731707317073,0.739304823185982,0.106264953889754,0.0195157456232046,0.0825865099460305,0.0523279673550295,0.260695176814018,0.049845524867012,1.7035079715064,0.403500820450782,1.42130901201334
"STATE","LA",1394,2011,692830,179570,NA,9799,0,0,NA,NA,0.475224802621134,0.448606440252299,0.0154135935222205,0.0396662962054184,0.021088867398929,0.524775197378866,0.0141434406708716,1.70448817638816,0.306793701234041,0.924841293956656
"STATE","LA",1343,2013,710413,184462,15.1098721129272,18513,47016.48,0,NA,NA,0.469495912940782,0.440837935116615,0.0155444790565488,0.0482508062211699,0.0258708666648837,0.530504087059218,0.0260594893392998,2.02201976440196,0.422354134879763,1.01574435221129
"STATE","LA",1367,2015,723781,198038,14.7331225657466,23099,49126.1100130081,0,NA,NA,0.455586703712863,0.439963193286367,0.0158984554720281,0.0591698317585015,0.0293818157702399,0.544413296287137,0.0319143497826,1.69797998992155,0.397093255491018,1.18393055440092
"STATE","LA",1365,2017,715911,200450,14.9156919054969,23244,47997.1699962616,1206,1,6.51891891891892,0.447248331147307,0.434973062294056,0.0159265607037746,0.0684442619264126,0.0334077839284492,0.552751668852693,0.032467722943215,1.48987915065673,0.382668332243424,1.26753072256018
"STATE","LA",1346,2020,684940,200622,14.4144728089035,25995,47517.5200009346,1246,2,7,0.437213478552866,0.427538178526586,0.0164189564049406,0.0853228019972552,0.0383581043595059,0.562786521447134,0.0379522293923555,1.31579026332924,0.396744445670279,1.28585426596167
"STATE","LA",1328,2021,655386,198822,14.1232372493197,26143,46404.8000065684,1167,1,6.70689655172414,0.431275614675931,0.420053220544839,0.0159417503578044,0.0933907651368812,0.0393386492845438,0.568724385324069,0.0398894697170828,1.12207026224619,0.368860458961265,1.19484843167388
"STATE","MA",1834,2011,953289,280915,NA,47525,0,0,NA,NA,0.660150279715805,0.0860599461443487,0.0577369507043509,0.160445573168263,0.0356072502672327,0.339849720284195,0.0498537169735516,1.8126450491809,0.595718661383219,2.12281363686077
"STATE","MA",1859,2013,949200,281827,13.294724661098,48669,71396.74,0,NA,NA,0.647523177412558,0.0879614412136536,0.0615813316477033,0.165739570164349,0.0371944795617362,0.352476822587442,0.0512737041719343,1.67724646121107,0.5996926562747,2.21583536871029
"STATE","MA",1873,2015,954716,285971,12.8131980529835,55368,74510.3600250445,0,NA,NA,0.623647241692818,0.0884325809979093,0.0648821220132479,0.179380046003209,0.0436580092928159,0.376352758307182,0.0579942097964211,1.53219032987428,0.609814549162703,2.0325401483476
"STATE","MA",1861,2017,955568,289767,12.4141948400646,61160,76973.8200753927,4083,17,13.0031847133758,0.598016049093314,0.0912295095691777,0.0690102640523751,0.197193710965625,0.0445504663195084,0.401983950906686,0.0640038176247007,1.60970120700738,0.629838158758041,2.1649603908801
"STATE","MA",1855,2020,905104,288005,11.8306608563872,63492,76504.9400863647,4376,12,13.3822629969419,0.56322035920734,0.0951327140306528,0.0725286817868444,0.22406706853577,0.0450511764393926,0.43677964079266,0.0701488447736393,1.50125879309833,0.664758941092666,1.96536263637625
"STATE","MA",1807,2021,889207,285549,11.4083183579617,59350,77943.740006119,4476,12,13.4414414414414,0.558096146341628,0.0949688880092037,0.0717853098322438,0.2288634704855,0.0462861853314245,0.441903853658372,0.0667448636819098,1.51609090491841,0.574798416961765,2.06492735490887
"STATE","MD",1444,2011,860248,259444,NA,66098,0,0,NA,NA,0.365065655485395,0.389050599362044,0.0587005142703034,0.122410049195116,0.0647731816871414,0.634934344514605,0.0768359821818824,1.41584115389743,0.543784362639322,1.29885447287048
"STATE","MD",1435,2013,882933,253379,14.1947197101807,69085,62201.51,0,NA,NA,0.402063350220232,0.352751567786004,0.0603160149184593,0.138996956733976,0.0458721103413283,0.597936649779768,0.0782448951392688,2.15290385775095,0.665811191054414,1.62499072103953
"STATE","MD",1434,2015,895281,253057,14.0563591469155,71123,63692.2399778366,0,NA,NA,0.384115154906672,0.347003901568334,0.0625412579960928,0.157893443511032,0.0484462420178692,0.615884845093328,0.0794420969505664,2.16912541411317,0.695227684105385,1.85080200752219
"STATE","MD",1414,2017,902989,259797,14.3849743233251,70954,62773.0699898303,3273,19,16.8711340206186,0.36646958047108,0.341558978016343,0.0654459799621036,0.177214783347305,0.0493106782031675,0.63353041952892,0.0785768154429345,1.88544361827831,0.58855454656985,1.75378428922696
"STATE","MD",1406,2020,883399,267917,13.6538134695946,81324,64699.7999472618,3513,19,16.6492890995261,0.344055177784897,0.335583354746836,0.0675855417540658,0.199340275458768,0.0534356502554338,0.655944822215103,0.0920580620987798,1.90054701789732,0.608573662416249,1.78700729917765
"STATE","MD",1406,2021,874324,270897,13.7541833316016,74120,63567.8599681854,3493,18,16.0229357798165,0.338319661818731,0.331262781303041,0.0674040744620987,0.208111638248521,0.0549018441676083,0.661680338181269,0.0847740654494215,1.89912928523049,0.586850911838875,2.0088003910354
"STATE","ME",595,2011,181755,52881,NA,8236,0,0,NA,NA,0.9135154466177,0.0316524992434871,0.01669280074826,0.016593766333801,0.0215454870567522,0.0864845533823003,0.0453137465269181,1.58614155624625,0.49254775796572,0.907842770676077
"STATE","ME",573,2013,175355,50741,12.2421097018135,7898,14323.92,0,NA,NA,0.905648541530039,0.0337543839639588,0.0161843118245844,0.0181859656126144,0.0262267970688033,0.094351458469961,0.0450400615893473,1.63647058920967,0.48615115800025,1.37839996832473
"STATE","ME",589,2015,178460,51465,12.0254281951137,8428,14840.2199991941,0,NA,NA,0.898257312563039,0.0350778886024879,0.0158747058164295,0.02031827860585,0.0304718144121932,0.101742687436961,0.0472262691919758,1.51419343801822,0.511181095014813,0.998798609653113
"STATE","ME",579,2017,176381,50475,11.8537450410206,7845,14879.7700127363,866,4,8.32692307692308,0.892743549475284,0.0376797954428198,0.0150866589938826,0.0218731042459222,0.0326168918420918,0.107256450524716,0.0444775797846707,1.36293342182684,0.530351399109441,1.21416228316957
"STATE","ME",570,2020,167150,50995,11.114975326827,7292,15038.2699992657,719,7,7.9010989010989,0.877511217469339,0.0427041579419683,0.0142147771462758,0.0269997008674843,0.0385701465749327,0.122488782530661,0.043625486090338,1.44604454752914,0.455915765724749,1.45024816539986
"STATE","ME",567,2021,164590,51030,10.931622087201,7228,15056.319975853,757,1,8.0531914893617,0.873923081596695,0.0441035299835956,0.0147882617412966,0.0290479372987423,0.0381371893796707,0.126076918403305,0.0439151831824534,1.3589601552814,0.414419669245452,1.18302020022346
"STATE","MI",3626,2011,1590396,487354,NA,69490,0,0,NA,NA,0.693782554785098,0.184155392744952,0.0279326658266243,0.0593481120425353,0.0347812746007913,0.306217445214902,0.0436935203559365,2.85915341548535,0.445373692774534,1.9161533663337
"STATE","MI",3672,2013,1570033,483009,18.9296028893924,67604,82940.62,0,NA,NA,0.683007299846564,0.181335042002302,0.0302872614779435,0.0650693329375879,0.040301063735603,0.316992700153436,0.0430589675503636,2.69276881563784,0.474581631025552,1.73357991967751
"STATE","MI",3616,2015,1550246,476112,18.7372334956425,75995,82736.1200553179,0,NA,NA,0.672297170900618,0.18006884068722,0.0322310136584774,0.0722627247546518,0.0431402499990324,0.327702829099382,0.0490212521109553,2.44174138683033,0.470485033619044,1.75831226712453
"STATE","MI",3559,2017,1513688,472608,18.4160602593083,78640,82193.9100267068,3770,1,7.93684210526316,0.667481013260328,0.177054320309073,0.0335630592301716,0.0762812415768639,0.0456203656235631,0.332518986739672,0.0519525820380422,2.62260834540085,0.48365532400003,1.69542129247946
"STATE","MI",3498,2020,1435832,459543,17.3291789933263,70549,82856.3199995197,4299,2,9.0125786163522,0.650148485338118,0.178630926180779,0.0357987564004702,0.0824804016068732,0.0529414304737602,0.349851514661882,0.0491345784186451,2.1624507159755,0.392875326214116,1.55616897797642
"STATE","MI",3411,2021,1407482,457955,16.655135136615,65919,84507.3899704218,4173,2,8.73012552301255,0.64443523966914,0.178688608451121,0.0356523209533053,0.0843811856918952,0.0568426452345394,0.35556476033086,0.0468347019713218,2.44434018694362,0.429326977945306,1.68491936075062
"STATE","MN",2077,2011,882450,257409,NA,44802,0,0,NA,NA,0.725224092016545,0.0960541673749221,0.0622811490736019,0.0742297013995127,0.0422108901354184,0.274775907983455,0.0507700152983172,1.82136598235922,0.857810835626348,2.0284292627603
"STATE","MN",2056,2013,859347,255665,14.9978245355737,43326,57298.11,0,NA,NA,0.70709503844198,0.0970527621554506,0.0637088393861851,0.0808160149508871,0.0513273450654974,0.29290496155802,0.050417351779898,2.08257951303336,0.805034039118121,2.02601829366873
"STATE","MN",2170,2015,883191,262829,14.6667612192373,46681,60217.1799757387,0,NA,NA,0.684037767595005,0.104711211957549,0.0664295718593147,0.0871147917041727,0.0577066568839583,0.315962232404995,0.0528549317191864,1.69731614277844,0.77175488412586,1.70792096317597
"STATE","MN",2232,2017,895560,268672,14.5677878228627,51559,61475.3599441163,1802,1,8.74757281553398,0.664632185448211,0.10959734691143,0.068597302246639,0.0919045066773862,0.0652686587163339,0.335367814551789,0.0575717986511233,1.62457352559386,0.745293883000225,1.55192463081095
"STATE","MN",2241,2020,884451,276686,13.9287307080963,48438,63498.3200217877,1758,2,8.66009852216749,0.637955070433523,0.116756044144899,0.0698455878279294,0.099710441844715,0.0771959102313186,0.362044929566477,0.0547661769843666,1.50968233244881,0.668360504699486,1.47462240613416
"STATE","MN",2214,2021,866975,277862,13.7056844723723,44304,63256.5999711752,1848,1,8.63551401869159,0.631153147437931,0.114859136653306,0.0707863548545229,0.102969520459067,0.0802318405951729,0.368846852562069,0.0511018195449696,1.60047838401043,0.751304284339999,1.64447970593267
"STATE","MO",2312,2011,924379,266492,NA,28884,0,0,NA,NA,0.745438829744077,0.162633508550064,0.0192897069275698,0.0473809984865515,0.0252569562917375,0.254561170255923,0.0312469236103373,1.52121425426252,0.378306752302907,1.13328079699567
"STATE","MO",2281,2013,906918,261268,13.7305136251712,30648,66051.28,0,NA,NA,0.752471557516777,0.14271080737178,0.0192476056269696,0.0521546600684957,0.0334153694159781,0.247528442483223,0.0337935733991386,1.24852903183548,0.41145432084163,1.05584751747526
"STATE","MO",2372,2015,932436,267746,13.7694413422032,33289,67717.7800338268,0,NA,NA,0.721255936064245,0.159887649125516,0.0198244169036803,0.058657108906134,0.0403748890004247,0.278744063935755,0.0357011097812611,1.41976939781458,0.362847987000956,1.16272227047695
"STATE","MO",2381,2017,927538,265736,13.5363750178829,36727,68521.8900019117,1838,1,7.88841201716738,0.714124919949371,0.15689060717728,0.0200821960933137,0.0634421446884117,0.0454601320916232,0.285875080050629,0.039596221394703,1.3159682422167,0.401698844774442,1.079910708937
"STATE","MO",2363,2020,891721,267622,13.0385303881463,36691,68391.2199806422,2200,2,8.97959183673469,0.700730385400815,0.153179077312298,0.0209157348542874,0.0704491651536747,0.0553368149903389,0.299269614599185,0.0411462778155948,1.1611658209625,0.361360839025675,1.09800290492261
"STATE","MO",2282,2021,882399,268058,12.8157333885969,34852,68852.7900233269,2259,1,9.65384615384615,0.695236508654248,0.15196866723557,0.0203422714667628,0.0738849432059646,0.058567609437454,0.304763491345752,0.039496871596636,1.393506828537,0.340913947010545,1.19081232851946
"STATE","MS",973,2011,495679,130957,NA,13280,0,0,NA,NA,0.46080023563637,0.497670871672998,0.0105269741102609,0.027186949618604,0.0038149689617676,0.53919976436363,0.0267915324232013,1.96040626779465,0.407549370432168,0.97310831014147
"STATE","MS",967,2013,495428,131290,14.9738833239538,11645,33086.14,0,NA,NA,0.45662134558402,0.494741920117555,0.0105767134679509,0.0316615128737173,0.00639850795675658,0.54337865441598,0.0235049290714291,2.41892335536007,0.447247150688685,1.21666981147554
"STATE","MS",978,2015,492340,135329,14.6884426587373,13742,33518.8700013161,0,NA,NA,0.444130072713978,0.495913393183572,0.0108685055043263,0.0372120892066458,0.0118759393914774,0.555869927286022,0.0279116058008693,2.03957544415423,0.399325138863456,1.29998527893814
"STATE","MS",960,2017,481374,133137,14.420205434991,13413,33381.9099991415,926,1,5.61212121212121,0.439878348228197,0.490130335248684,0.0109561380548181,0.039686397686622,0.0193487807816791,0.560121651771803,0.0278639893305413,2.05957670461471,0.405413515583141,1.31667908650263
"STATE","MS",930,2020,442882,127479,13.0717152506753,14030,33880.939991951,794,1,5.43835616438356,0.430227464651984,0.484957618507864,0.0117932090263321,0.0517609656748299,0.0212607421389896,0.569772535348016,0.0316788670571394,1.78020294074422,0.398276747822202,1.24514164514165
"STATE","MS",909,2021,436799,128262,12.8355302834385,15590,34030.4600086212,823,2,5.45033112582781,0.431921776377693,0.477734610198283,0.0115522242495976,0.0527244796805853,0.0260669094938404,0.568078223622307,0.0356914736526411,1.33057801077003,0.370384277703157,1.34813930351673
"STATE","MT",780,2011,142027,41800,NA,5200,0,0,NA,NA,0.801932027008949,0.0120329233173974,0.00982911699888049,0.0344300731551043,0.141775859519669,0.198067972991051,0.0366127567293543,1.52184612294094,0.645876338648675,1.56723870745566
"STATE","MT",794,2013,145265,40877,12.7498134901479,7260,11393.5,0,NA,NA,0.796502942897463,0.0111038446976216,0.00970639865074175,0.0384951640106013,0.144191649743572,0.203497057102537,0.0499776270953086,0.926791839992843,0.531306301343415,1.65372303099282
"STATE","MT",825,2015,148318,41822,12.8507201338818,4671,11541.6099996567,0,NA,NA,0.787672433554929,0.0103156730808128,0.00882563141358433,0.0412357232433016,0.151950538707372,0.212327566445071,0.0314931431114228,1.62141748411771,0.533579364164072,1.74619215755304
"STATE","MT",823,2017,148432,42049,12.9617954091146,5093,11451.4999901652,373,1,5.10958904109589,0.784008839064353,0.00941845424167295,0.00790934569365096,0.0422685135280802,0.156394847472243,0.215991160935647,0.0343120081923035,1.93107525577422,0.705087351089302,1.76718707110974
"STATE","MT",821,2020,148015,43545,12.2241079408894,5264,12108.4500166178,341,1,5.59016393442623,0.772908151200892,0.00799243319933791,0.00736411850150323,0.0481707935006587,0.163564503597608,0.227091848799108,0.0355639631118468,1.37427343173093,0.531983603245106,1.65511382138267
"STATE","MT",829,2021,155023,44679,11.8181284343731,5371,13117.3900216818,318,1,5.38983050847458,0.770253446262813,0.00712152390290473,0.0067151325932281,0.0523148178012295,0.163595079439825,0.229746553737187,0.0346464718138599,2.05713586569925,0.535712465025845,1.64334119023057
"STATE","NC",2535,2011,1497026,427059,NA,67871,0,0,NA,NA,0.522612833711639,0.263396894910309,0.0264791660265086,0.134112567183202,0.0533985381683418,0.477387166288361,0.0453372219320172,2.74030755941391,0.567446512321382,2.10957294690033
"STATE","NC",2587,2013,1531145,440731,15.7896164280608,70458,96971.64,0,NA,NA,0.511225912634009,0.260126245391521,0.0280907425488768,0.14701024396775,0.0535468554578436,0.488774087365991,0.0460165431752055,2.36745935998307,0.516729447752717,1.81484667811336
"STATE","NC",2618,2015,1554493,462341,13.5695472191333,74215,114557.470112793,0,NA,NA,0.494359897407065,0.257188034941296,0.0306575841769632,0.162467119504559,0.0553273639701176,0.505640102592935,0.0477422542269409,2.47630568733761,0.508130990349426,2.06376155859583
"STATE","NC",2661,2017,1558938,470877,12.4666749014907,79106,125048.42007339,5307,1,11.7933333333333,0.480909439631339,0.253231366481541,0.0334189044080008,0.175370669006721,0.0570696204723985,0.519090560368661,0.0507435189853605,2.64220407200637,0.537502829727041,2.09807144340049
"STATE","NC",2684,2020,1520247,462188,13.1235002102958,78916,115841.580038786,5333,6,11.7208791208791,0.456481084981585,0.251311135624672,0.0376445406568801,0.193497504024017,0.0612499153098148,0.543518915018415,0.0519099856799586,2.33390431563455,0.468481392787935,1.96914832510357
"STATE","NC",2721,2021,1507818,469329,13.8182220776247,70869,109118.089977838,4962,1,10.5574468085106,0.449597365199248,0.248904708658472,0.0382579329866071,0.198349535554026,0.0648904576016469,0.550402634800752,0.047001030628365,2.48057443901889,0.432511727413392,2.23546454836446
"STATE","ND",468,2011,101705,28171,NA,2490,0,0,NA,NA,0.820411975812399,0.0307556167346738,0.0133425102010717,0.0297428838306868,0.105747013421169,0.179588024187601,0.024482572144929,1.71698883648737,0.463223213825713,2.52407020476389
"STATE","ND",451,2013,104655,29497,11.8713396560936,2234,8815.77,0,NA,NA,0.808475467010654,0.034742726100043,0.0153169939324447,0.0348573885624194,0.106607424394439,0.191524532989346,0.0213463284124027,1.61303277170058,0.423141082737237,2.63633488313249
"STATE","ND",481,2015,111077,30596,11.648859418349,2774,9535.43999552727,0,NA,NA,0.780602645012019,0.0480117396040584,0.0174563591022444,0.0431952609451101,0.110733995336568,0.219397354987981,0.0249736669157431,0.82937818254234,0.456759537779521,1.58520897280856
"STATE","ND",483,2017,114896,30794,12.2047235622945,3506,9414.06000828743,196,1,5.15789473684211,0.768207770505501,0.0569210416376549,0.0184253585851553,0.0496971173931207,0.106748711878568,0.231792229494499,0.0305145522907673,1.54220043552598,0.632804489171818,1.98317703136299
"STATE","ND",483,2020,118609,32534,11.3776349466877,3923,10424.7500078678,233,1,5.54761904761905,0.748678430810478,0.0543550658044499,0.0165417464104748,0.0539925300778187,0.126432226896778,0.251321569189522,0.0330750617575395,1.44227837926387,0.527366731707588,2.14702311105481
"STATE","ND",489,2021,116933,33097,10.7870676663667,3975,10840.1099925041,230,1,5.75,0.746282058956839,0.0569214849529218,0.0159407523966716,0.0520982100861177,0.12875749360745,0.253717941043161,0.033993825524018,1.28787722556906,0.39599496196621,2.00215718731117
"STATE","NE",1073,2011,302946,87481,NA,10498,0,0,NA,NA,0.695737854271058,0.0677975612815485,0.0214889782337446,0.163890594363352,0.0510850118502967,0.304262145728942,0.0346530404758604,1.48561314259893,0.493278651017647,1.69202027030568
"STATE","NE",1050,2013,307061,88111,13.1443125755808,11629,23360.75,0,NA,NA,0.685518512608244,0.067279791311824,0.0239138151702756,0.172584600453981,0.0507032804556749,0.314481487391756,0.0378719537811705,1.56185701640402,0.574209039456109,1.67627381091896
"STATE","NE",1064,2015,318350,91164,13.1262166042559,12967,24252.9899968877,0,NA,NA,0.672081042877336,0.0696843097220041,0.02606250981624,0.18003141196796,0.0521407256164599,0.327918957122664,0.0407318988534632,1.3950444510058,0.54558361402444,1.58253029758945
"STATE","NE",1055,2017,325303,94731,12.8421413994466,14391,25330.9000330754,588,1,8.64705882352941,0.662696009566466,0.0681426239536678,0.0275527738754331,0.188722514086867,0.0528860785175667,0.337303990433534,0.0442387558676065,1.50172492651827,0.516733280881196,1.28698628985714
"STATE","NE",1047,2020,325052,97571,12.4113731332077,16363,26189.8499474078,699,1,6.78640776699029,0.647511782730148,0.0672661604912445,0.0292383987792722,0.198928171492561,0.0570554865067743,0.352488217269852,0.0503396379656178,1.48732348166269,0.455505499682795,1.33666757290608
"STATE","NE",994,2021,319188,97418,12.0609326771047,14517,26464.6199879646,624,1,7.34117647058823,0.642448964246776,0.0647079464140256,0.0288262716643483,0.203876712157099,0.0601401055177513,0.357551035753224,0.0454810331215459,1.56119793770957,0.404531161218361,1.47759205968317
"STATE","NH",478,2011,189453,59837,NA,7471,0,0,NA,NA,0.886541780811072,0.0213245501522805,0.0297012979472481,0.0414192438230062,0.0210131272663932,0.113458219188928,0.0394345827197247,1.55307497995092,0.478287307911395,1.77929543462393
"STATE","NH",482,2013,187327,58588,12.3884751542054,7911,15121.07,0,NA,NA,0.876675545970415,0.0199864408227324,0.0307110026851442,0.0477240333747938,0.0249029771469142,0.123324454029585,0.0422309651038024,1.68919082820129,0.497521397246191,1.73710968168326
"STATE","NH",483,2015,183397,57210,12.1493024257884,7762,15095.269964695,0,NA,NA,0.860608406898695,0.0202129805831066,0.0321815514975708,0.0539703484789828,0.0330267125416446,0.139391593101305,0.0423234840264563,1.3310747039069,0.423812132562519,1.50854777914662
"STATE","NH",491,2017,179099,55890,11.8590781616273,8033,15102.2699706554,672,6,9.33333333333333,0.854934980094808,0.021261983595665,0.0333223524419455,0.0607038565262788,0.0297768273413029,0.145065019905192,0.0448522883991535,1.56022701487861,0.470659494076018,2.1933431393591
"STATE","NH",493,2020,168706,54573,11.1079068116627,6863,15187.9199979305,615,5,8.66197183098592,0.835453392291916,0.0223406399298187,0.0332946071864664,0.0709755432527592,0.0379358173390395,0.164546607708084,0.0406802366246607,1.62968068620031,0.422525787349361,1.68146740005648
"STATE","NH",480,2021,166776,54459,10.8161744501645,6740,15419.1300046444,583,4,8.2112676056338,0.834274715786444,0.0216937688876097,0.0320909483378903,0.0745910682592219,0.0373494987288339,0.165725284213556,0.0404134887513791,1.59428058813233,0.371154196677724,1.73826731206829
"STATE","NJ",2538,2011,1363576,386445,NA,67272,0,0,NA,NA,0.511540244181476,0.163995259523488,0.0903257317523922,0.218419802049904,0.0157189624927397,0.488459755818524,0.0493349838952871,2.47701597730572,0.503366202849084,2.15990414741145
"STATE","NJ",2468,2013,1337765,389140,11.5838893653338,66344,115484.96,0,NA,NA,0.501105949101673,0.152266653709732,0.0960736751223122,0.230642153143489,0.0199115689227929,0.498894050898327,0.049593164718766,2.39018454152597,0.509388923684803,2.09392901733506
"STATE","NJ",2577,2015,1373188,397089,11.4746940725457,76843,119670.990034103,0,NA,NA,0.465001878839605,0.158678199926012,0.0979596384471755,0.253944834938843,0.0244154478483645,0.534998121160395,0.0559595627110053,2.18300748154715,0.548196211301488,1.90417103439229
"STATE","NJ",2561,2017,1372521,399057,11.3815478472454,84266,120591.769979,5796,16,14.7106598984772,0.442321101097907,0.154500368300376,0.102499706744013,0.273710201883978,0.0269686219737257,0.557678898902093,0.0613950533361603,2.14386398114393,0.570782778412856,1.90537751107763
"STATE","NJ",2553,2020,1344876,401671,11.2330395713263,88813,119725.030029535,6118,11,15.1061728395062,0.412268491667633,0.149529770774406,0.105524970331837,0.297011025551798,0.0356657416743254,0.587731508332367,0.0660380585273289,1.79074908989,0.519466078469996,1.77338263739374
"STATE","NJ",2491,2021,1318795,401243,10.9506846196355,87938,120430.369954705,6317,13,15.7925,0.403965741453372,0.14802528065393,0.104524205809091,0.304853294105604,0.0386314779780026,0.596034258546628,0.0666805682460125,2.00574086296191,0.516527770391313,1.87101847839908
"STATE","NM",853,2011,329345,92046,NA,15368,0,0,NA,NA,0.258185185747468,0.0213514703426498,0.0129408371160941,0.59003476597489,0.117487740818898,0.741814814252532,0.0466623145941186,1.62913978152465,0.628589259942382,1.85264276523569
